publicid,eventtype,datetime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p318329,earthquake,2017-04-28T18:46:00.855Z,2017-04-28T20:48:35.362Z,176.6993935,-38.06357225,1.85702589,10.390625,M,,NonLinLoc,confirmed,manual,nz3drx,28,18,12,0.2009703215,147.1305563,0.4067588444,0
2017p318328,,2017-04-28T18:45:15.299Z,2017-04-28T18:47:13.628Z,175.5198814,-40.68156321,1.897126758,24.921875,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.04860826124,88.62191882,0.3531657767,0
2017p318310,earthquake,2017-04-28T18:35:49.184Z,2017-04-28T18:41:16.434Z,172.7314453,-42.69766998,3.558938698,14.0621624,M,,LOCSAT,confirmed,manual,iasp91,29,21,15,0.3499098122,75.47476959,0.6066809337,0
2017p318305,,2017-04-28T18:32:58.710Z,2017-04-28T18:34:07.125Z,176.8273892,-39.03659695,1.404868176,32.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.06509140579,91.81626397,0.3932602347,0
2017p318299,earthquake,2017-04-28T18:29:59.912Z,2017-04-28T18:53:33.774Z,173.1821594,-42.55621338,3.158396614,8.360239029,M,,LOCSAT,confirmed,manual,iasp91,13,10,1,0.2988326252,132.5970955,0.7253921482,0
2017p318295,,2017-04-28T18:27:40.623Z,2017-04-28T18:29:47.093Z,171.8906329,-42.68669253,2.609452858,10.15625,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.2965471642,91.90818389,0.6291234206,0
2017p318272,earthquake,2017-04-28T18:15:26.039Z,2017-04-28T18:43:30.218Z,176.6173401,-39.4148941,3.502422032,29.38546944,M,,LOCSAT,confirmed,manual,iasp91,31,17,13,0.06811479479,68.27612305,0.5089462661,0
2017p318259,,2017-04-28T18:08:50.428Z,2017-04-28T18:10:15.413Z,174.1749283,-41.75757119,1.513652118,11.328125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.0300337216,139.2317599,0.2601905411,0
2017p318221,,2017-04-28T17:48:29.936Z,2017-04-28T17:50:55.823Z,174.7049197,-40.83239974,1.775019653,5.234375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1574033595,112.773876,0.7832789477,0
2017p318207,earthquake,2017-04-28T17:40:44.081Z,2017-04-28T18:30:57.176Z,176.7252476,-38.05478898,1.593654519,6.0546875,M,,NonLinLoc,confirmed,manual,nz3drx,17,12,7,0.05419901774,112.1656363,0.2069009718,0
2017p318202,,2017-04-28T17:38:26.007Z,2017-04-28T17:40:39.376Z,173.7427525,-42.0494203,2.227976384,17.65625,M,,NonLinLoc,,automatic,nz3drx,20,20,5,0.3481317951,152.882811,0.6294004239,0
2017p318157,,2017-04-28T17:14:31.366Z,2017-04-28T17:16:28.815Z,174.2210159,-41.71804999,1.81045138,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2574685268,156.2319997,0.4530399601,0
2017p318147,,2017-04-28T17:08:49.140Z,2017-04-28T17:11:03.521Z,176.8680157,-39.85687751,1.976228147,12.734375,M,,NonLinLoc,,automatic,nz3drx,25,25,14,0.06159301369,175.7952861,0.5528682711,0
2017p318099,,2017-04-28T16:43:37.571Z,2017-04-28T16:45:40.743Z,176.8717846,-39.6811871,1.889415466,33.59375,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.1147032381,157.8260754,0.6880580364,0
2017p318079,earthquake,2017-04-28T16:33:00.464Z,2017-04-28T18:29:32.048Z,175.4417592,-39.29652118,0.7191081902,9.1015625,M,,NonLinLoc,confirmed,manual,nz3drx,11,8,3,0.09193037668,192.9756946,0.2493525144,0
2017p318033,,2017-04-28T16:08:26.750Z,2017-04-28T16:11:10.785Z,175.0465732,-39.34328664,2.699538316,24.921875,M,,NonLinLoc,,automatic,nz3drx,74,74,42,0.2386713617,36.2809858,0.5386986319,0
2017p318027,,2017-04-28T16:05:07.808Z,2017-04-28T16:07:29.537Z,176.4366799,-40.11054059,2.208628515,39.921875,M,,NonLinLoc,,automatic,nz3drx,47,47,24,0.04473518598,60.70610664,0.6012482164,0
2017p317955,,2017-04-28T15:26:27.195Z,2017-04-28T15:29:11.885Z,174.6308213,-41.40148372,2.602336419,34.53125,M,,NonLinLoc,,automatic,nz3drx,38,38,22,0.1563704826,129.2583911,0.6563925795,0
2017p317948,,2017-04-28T15:22:46.826Z,2017-04-28T15:24:53.856Z,173.715732,-42.14207682,2.177551364,23.28125,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.3043474801,189.7139862,0.42561089,0
2017p317940,,2017-04-28T15:18:58.062Z,2017-04-28T15:21:06.450Z,174.9989886,-40.14820175,2.09788692,25.15625,M,,NonLinLoc,,automatic,nz3drx,36,36,14,0.2467745875,89.56365076,0.6563462167,0
2017p317827,earthquake,2017-04-28T14:18:18.168Z,2017-04-28T18:46:12.916Z,174.1519775,-41.71165085,3.06819009,8.556854248,M,,LOCSAT,confirmed,manual,iasp91,25,17,13,0.05947041884,83.85243225,0.6875471078,0
2017p317823,,2017-04-28T14:16:27.832Z,2017-04-28T14:19:05.420Z,177.2380386,-37.34790864,2.399049848,84.6875,M,,NonLinLoc,,automatic,nz3drx,34,34,16,0.580180562,167.6636617,1.237749145,0
2017p317696,,2017-04-28T13:08:45.304Z,2017-04-28T13:10:56.965Z,172.8621006,-42.65803399,2.749437774,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.3343627782,93.53715052,0.4702762631,0
2017p317569,,2017-04-28T12:01:34.813Z,2017-04-28T12:03:58.574Z,175.8954444,-38.63804448,2.252758111,94.53125,M,,NonLinLoc,,automatic,nz3drx,70,70,34,0.1577337558,40.08350652,1.069376252,0
2017p317538,,2017-04-28T11:44:49.239Z,2017-04-28T11:47:11.959Z,175.74223,-39.36192844,1.703466292,71.5625,M,,NonLinLoc,,automatic,nz3drx,22,22,2,0.04707172292,140.4578041,1.384102889,0
2017p317496,earthquake,2017-04-28T11:22:10.537Z,2017-04-28T18:27:47.922Z,175.770104,-39.04329456,1.117356206,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,18,10,6,0.08722514032,160.2659152,0.1677338182,0
2017p317417,,2017-04-28T10:40:18.618Z,2017-04-28T10:42:19.731Z,176.0619671,-38.57814116,1.404244669,92.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.3702578956,87.76311001,0.8358231791,0
2017p317380,,2017-04-28T10:20:06.644Z,2017-04-28T10:23:10.831Z,173.6594871,-42.45749222,2.724404648,14.84375,M,,NonLinLoc,,automatic,nz3drx,30,30,8,0.09784180305,150.1286073,1.239409763,0
2017p317327,,2017-04-28T09:52:16.290Z,2017-04-28T09:53:06.630Z,173.5384914,-42.43228627,2.049102694,5.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.01629011149,156.5844306,0.7423963208,0
2017p317255,earthquake,2017-04-28T09:13:45.786Z,2017-04-28T18:38:54.049Z,176.2989807,-40.53318024,3.493638222,17.23071098,M,,LOCSAT,confirmed,manual,iasp91,33,21,17,0.1517205983,129.6904335,0.6055294237,0
2017p317248,,2017-04-28T09:10:00.655Z,2017-04-28T09:11:37.830Z,175.9253754,-40.57361936,1.93724779,24.921875,M,,NonLinLoc,,automatic,nz3drx,21,21,12,0.03921052078,70.53495101,0.3816027554,0
2017p317164,earthquake,2017-04-28T08:25:22.122Z,2017-04-28T18:51:03.389Z,173.2033844,-42.57141495,2.270478036,10.37259293,M,,LOCSAT,confirmed,manual,iasp91,16,11,1,0.2928041518,139.2923279,0.6408411315,0
2017p317073,,2017-04-28T07:36:49.187Z,2017-04-28T07:39:10.714Z,172.7223113,-42.70407178,2.145099323,16.71875,M,,NonLinLoc,,automatic,nz3drx,15,15,2,0.3402533903,74.47767196,0.5459480315,0
2017p317021,,2017-04-28T07:08:46.899Z,2017-04-28T07:11:00.029Z,173.6246466,-42.20616994,2.457777809,27.03125,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.2195561065,152.2409997,0.4424764618,0
2017p317009,,2017-04-28T07:02:55.104Z,2017-04-28T07:04:51.475Z,173.7006173,-42.19837127,2.304302793,25.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.2490081768,163.3997063,0.3975243048,0
2017p316990,,2017-04-28T06:52:39.247Z,2017-04-28T06:55:05.147Z,177.3791788,-37.91547868,1.781271158,96.875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.2376565026,202.1244497,0.9578726346,0
2017p316940,,2017-04-28T06:25:38.688Z,2017-04-28T06:28:12.559Z,174.2468577,-41.73132055,2.696906753,5.234375,M,,NonLinLoc,,automatic,nz3drx,31,31,16,0.031463124,143.1898052,0.8741701455,0
2017p316921,,2017-04-28T06:15:39.067Z,2017-04-28T06:18:02.068Z,175.9041348,-38.71333278,2.429550624,124.0625,M,,NonLinLoc,,automatic,nz3drx,53,53,25,0.1887369468,117.5651925,1.378157807,0
2017p316880,earthquake,2017-04-28T05:53:21.933Z,2017-04-28T18:55:54.514Z,179.2453461,-34.67592239,3.736225413,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,6,3.207752943,338.1045532,0.5685108775,0
2017p316873,,2017-04-28T05:50:13.691Z,2017-04-28T05:52:43.853Z,173.1417146,-42.59935968,2.786993433,23.28125,M,,NonLinLoc,,automatic,nz3drx,29,29,11,0.3460926241,129.5567295,0.6324400839,0
2017p316867,,2017-04-28T05:46:42.876Z,2017-04-28T05:49:07.474Z,176.0302251,-40.35754184,2.431126563,5.9375,M,,NonLinLoc,,automatic,nz3drx,18,18,11,0.3578983854,166.292835,1.986693946,0
2017p316866,,2017-04-28T05:46:15.476Z,2017-04-28T05:48:10.428Z,176.8567759,-39.15081149,2.209683358,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.06393064395,173.0363847,0.7887834754,0
2017p316861,,2017-04-28T05:44:18.962Z,2017-04-28T05:47:01.961Z,177.8192243,-37.96242695,2.515491535,76.25,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.1122756581,199.4805974,1.495579802,0
2017p316764,,2017-04-28T04:52:12.003Z,2017-04-28T04:53:53.636Z,176.3460201,-40.24365684,1.751815335,25.625,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.3411595167,206.0740761,1.296857062,0
2017p316734,,2017-04-28T04:36:32.052Z,2017-04-28T04:38:29.502Z,176.0490493,-38.68776926,1.702380357,115.625,M,,NonLinLoc,,automatic,nz3drx,18,18,5,0.5266523715,184.6820146,1.798201992,0
2017p316721,earthquake,2017-04-28T04:29:06.361Z,2017-04-28T04:34:03.727Z,176.0742736,-38.64290813,2.047228461,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,17,10,7,0.032857826,92.26023346,0.2853129508,0
2017p316715,earthquake,2017-04-28T04:25:50.335Z,2017-04-28T04:32:54.006Z,176.0853819,-38.64262392,2.082969313,6.0546875,M,,NonLinLoc,confirmed,manual,nz3drx,20,13,7,0.03132290192,72.95723105,0.404852756,0
2017p316548,,2017-04-28T02:57:03.247Z,2017-04-28T02:58:39.837Z,176.7033804,-39.90607443,1.733381252,29.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.17161182,86.1558897,0.7047169474,0
2017p316488,,2017-04-28T02:24:51.634Z,2017-04-28T02:27:06.373Z,174.2211099,-41.59293073,2.170350886,25.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1579183504,116.8144363,0.7558758523,0
2017p316372,,2017-04-28T01:23:35.323Z,2017-04-28T01:25:22.209Z,175.4762329,-40.71360977,1.894635783,25.859375,M,,NonLinLoc,,automatic,nz3drx,15,15,10,0.09388222025,135.7472521,0.2159240799,0
2017p316235,earthquake,2017-04-28T00:10:25.408Z,2017-04-28T18:49:08.070Z,172.4897766,-42.76272964,3.092339328,6.897296906,M,,LOCSAT,confirmed,manual,iasp91,16,11,8,0.1621687412,60.71282959,0.4920909529,0
2017p316234,,2017-04-28T00:09:58.892Z,2017-04-28T00:11:57.578Z,172.4814238,-42.78726492,3.064229763,12.03125,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.1544808138,96.68878628,0.3980317359,0
2017p316063,,2017-04-27T22:38:22.682Z,2017-04-27T22:40:18.976Z,174.3327244,-41.67295072,1.978654108,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.11874102,137.2003009,0.3807233247,0
2017p316057,,2017-04-27T22:35:19.286Z,2017-04-27T22:36:46.545Z,176.5090466,-40.3527095,1.505015799,17.421875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1128884497,145.9137062,0.2407603527,0
2017p316053,,2017-04-27T22:33:41.025Z,2017-04-27T22:35:14.440Z,175.9424055,-40.53328534,1.192640963,24.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.03119224463,72.16351591,0.2797747031,0
2017p316046,,2017-04-27T22:29:28.934Z,2017-04-27T22:31:59.392Z,172.8908518,-41.32508959,2.198402352,103.4375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.1239730669,97.72549232,0.7706784024,0
2017p316004,earthquake,2017-04-27T22:07:44.812Z,2017-04-28T00:18:58.563Z,175.7056471,-39.46502041,1.544723779,17.890625,M,,NonLinLoc,confirmed,manual,nz3drx,34,26,17,0.06825140341,56.27828927,0.3365843666,0
2017p315925,,2017-04-27T21:25:09.541Z,2017-04-27T21:26:49.593Z,174.1916918,-41.54201602,1.889667789,29.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2090960214,84.1474188,0.9689043244,0
2017p315869,,2017-04-27T20:55:16.185Z,2017-04-27T20:57:22.850Z,171.6990428,-43.22815164,2.520137918,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.2666093646,56.64225891,0.7369352346,0
2017p315757,,2017-04-27T19:55:37.542Z,2017-04-27T19:57:42.016Z,172.8194666,-42.6868488,2.549408645,20.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.3220746889,87.60491448,0.5047931531,0
2017p315711,,2017-04-27T19:31:06.121Z,2017-04-27T19:33:45.653Z,173.6450015,-41.99984075,2.455690262,18.59375,M,,NonLinLoc,,automatic,nz3drx,23,23,9,0.3326431855,131.3667112,1.077754541,0
2017p315657,,2017-04-27T19:02:23.812Z,2017-04-27T19:03:53.670Z,176.4349517,-40.33882444,1.826052897,16.015625,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.125314865,102.6391208,0.4074269172,0
2017p315636,,2017-04-27T18:51:25.589Z,2017-04-27T18:53:31.617Z,177.9589523,-37.46036334,2.676343879,83.75,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.2888078258,207.3367476,1.491147437,0
2017p315618,,2017-04-27T18:41:37.363Z,2017-04-27T18:49:00.004Z,177.2483012,-39.27936634,2.114570125,24.21875,M,,NonLinLoc,,automatic,nz3drx,30,30,16,0.1952206751,125.096843,0.4273454229,0
2017p315597,,2017-04-27T18:30:28.001Z,2017-04-27T18:32:06.843Z,175.2797629,-40.21666898,1.910024938,25.15625,M,,NonLinLoc,,automatic,nz3drx,22,22,8,0.02935659398,116.8634668,0.403991843,0
2017p315581,,2017-04-27T18:21:39.824Z,2017-04-27T18:23:55.396Z,177.0210304,-37.76106983,1.996948856,54.6875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.5476759861,230.7377931,0.7995317297,0
2017p315413,earthquake,2017-04-27T16:52:48.219Z,2017-04-27T20:43:33.780Z,175.6937186,-38.91008128,1.144230789,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,34,20,10,0.06661274685,70.17122449,0.3186873748,0
2017p315341,,2017-04-27T16:14:06.810Z,2017-04-27T16:15:47.546Z,177.5944058,-37.74555063,1.753034316,56.5625,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.1489340252,226.2358035,0.7205959859,0
2017p315321,,2017-04-27T16:03:32.501Z,2017-04-27T16:05:34.846Z,178.3465369,-38.36346546,1.630044772,27.03125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1685449824,214.7042064,0.6096822065,0
2017p315316,,2017-04-27T16:00:50.835Z,2017-04-27T16:02:56.331Z,177.2612668,-38.97485566,1.165770159,39.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1453002795,230.460512,0.8441265708,0
2017p315217,,2017-04-27T15:08:05.516Z,2017-04-27T15:10:41.368Z,176.1941174,-38.5071879,2.06651459,74.84375,M,,NonLinLoc,,automatic,nz3drx,38,38,19,0.1372076319,47.32662662,0.8436949247,0
2017p315154,,2017-04-27T14:34:10.640Z,2017-04-27T14:35:24.860Z,175.2083021,-41.29094216,1.224794992,17.421875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1862143445,96.56094279,0.2955692829,0
2017p315136,,2017-04-27T14:24:40.661Z,2017-04-27T14:26:16.272Z,175.0963432,-39.96101165,1.898872677,27.96875,M,,NonLinLoc,,automatic,nz3drx,25,25,6,0.2199442563,126.9819438,0.4682951347,0
2017p315037,,2017-04-27T13:31:53.987Z,2017-04-27T13:33:59.776Z,178.3778684,-38.34111415,1.849310797,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.2025921162,218.0488355,0.5453748791,0
2017p315029,,2017-04-27T13:27:30.567Z,2017-04-27T13:29:19.425Z,173.7945192,-42.07596142,1.982328926,21.875,M,,NonLinLoc,,automatic,nz3drx,18,18,3,0.3649704098,162.2391536,0.4946584164,0
2017p315025,,2017-04-27T13:25:25.011Z,2017-04-27T13:27:30.415Z,173.9020393,-42.10412818,2.25438554,22.34375,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.3877564257,151.8673955,0.6695166569,0
2017p314987,earthquake,2017-04-27T13:05:04.976Z,2017-04-27T20:37:10.740Z,175.7115133,-38.91604409,0.7886001328,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,16,9,4,0.06238587094,198.9413438,0.2347184357,0
2017p314944,,2017-04-27T12:42:42.042Z,2017-04-27T12:43:43.449Z,177.6302638,-37.7366682,1.107331836,55.625,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.1213375959,207.156645,0.9619588022,0
2017p314912,,2017-04-27T12:25:22.400Z,2017-04-27T12:27:28.014Z,174.1240136,-41.72604698,1.390163295,14.140625,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.07120158419,102.3301016,0.4007476017,0
2017p314906,earthquake,2017-04-27T12:22:25.439Z,2017-04-27T20:03:34.863Z,175.7107494,-38.91622914,0.8420753544,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,12,7,2,0.06206763509,199.2986219,0.566758021,0
2017p314891,,2017-04-27T12:14:08.170Z,2017-04-27T12:16:21.939Z,173.0734943,-42.29860309,2.223754033,19.0625,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.3629985474,112.6541063,0.9253613633,0
2017p314723,earthquake,2017-04-27T10:45:16.714Z,2017-04-27T20:01:29.013Z,175.3751289,-39.13024531,0.3486916181,7.9296875,M,,NonLinLoc,confirmed,manual,nz3drx,14,7,4,0.07657860866,261.1823959,0.2159948387,0
2017p314605,,2017-04-27T09:41:54.309Z,2017-04-27T09:43:52.861Z,176.2475759,-40.02485038,2.049540261,22.109375,M,,NonLinLoc,,automatic,nz3drx,39,39,22,0.1144372856,35.09847059,0.4864386779,0
2017p314589,earthquake,2017-04-27T09:33:46.471Z,2017-04-27T20:00:23.771Z,175.2209655,-39.24102702,0.9030589951,27.03125,M,,NonLinLoc,confirmed,manual,nz3drx,13,7,5,0.1078017735,288.0758835,0.3247215875,0
2017p314556,,2017-04-27T09:15:45.132Z,2017-04-27T09:17:46.307Z,173.6248809,-42.00926506,2.157170905,59.84375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3486323257,118.9929027,0.3088449464,0
2017p314524,,2017-04-27T08:58:27.897Z,2017-04-27T09:00:50.667Z,175.9156926,-40.57833152,1.414773928,24.921875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.04803487108,78.04443929,0.2227084025,0
2017p314521,earthquake,2017-04-27T08:57:00.053Z,2017-04-27T20:03:59.260Z,166.6673584,-45.48131943,3.558803638,5.52339077,M,,LOCSAT,confirmed,manual,iasp91,18,11,7,0.3424925804,228.4970818,0.5331926423,0
2017p314517,,2017-04-27T08:54:59.127Z,2017-04-27T08:57:35.032Z,174.2773712,-41.60876545,2.68106731,14.609375,M,,NonLinLoc,,automatic,nz3drx,41,41,25,0.1502503169,112.1452953,1.292020867,0
2017p314460,,2017-04-27T08:24:33.812Z,2017-04-27T08:26:57.396Z,176.8336958,-38.20521335,1.703900546,104.375,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.2224909732,205.8154303,1.813081459,0
2017p314431,,2017-04-27T08:09:00.541Z,2017-04-27T08:11:19.175Z,173.9241636,-42.04137022,2.223095512,18.59375,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.3263237548,166.3101859,0.8627925263,0
2017p314415,,2017-04-27T08:00:42.767Z,2017-04-27T08:02:39.217Z,178.3641934,-37.74946099,1.571653187,26.5625,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.07844283857,243.3994366,0.4776881733,0
2017p314374,,2017-04-27T07:38:41.112Z,2017-04-27T07:39:47.852Z,176.8998547,-38.41222965,1.296173432,53.28125,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1228910527,150.1009239,0.3278562131,0
2017p314371,,2017-04-27T07:37:20.566Z,2017-04-27T07:43:35.104Z,174.9571873,-40.10024784,2.025998181,29.84375,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.3449941994,136.123638,0.3745058526,0
2017p314349,,2017-04-27T07:25:27.666Z,2017-04-27T07:27:45.491Z,176.8465429,-37.75565102,1.979642822,56.5625,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.5386492891,224.6439931,1.354664723,0
2017p314320,,2017-04-27T07:10:06.836Z,2017-04-27T07:13:01.894Z,174.2835233,-41.6506525,2.155866634,17.890625,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.1133649742,124.3245147,0.8194413059,0
2017p314306,,2017-04-27T07:02:55.297Z,2017-04-27T07:05:24.903Z,177.9067318,-37.6486372,1.954060169,67.8125,M,,NonLinLoc,,automatic,nz3drx,24,24,10,0.1491380863,242.1939829,1.501252048,0
2017p314240,,2017-04-27T06:27:30.488Z,2017-04-27T06:29:45.270Z,177.1734733,-39.13713027,2.442984534,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.07818753212,157.8548843,1.55294146,0
2017p314237,earthquake,2017-04-27T06:24:22.830Z,2017-04-27T20:13:22.597Z,-177.491745,-33.27029419,4.781609136,10.0212183,M,,LOCSAT,confirmed,manual,iasp91,34,23,18,5.486472607,343.3582153,1.112001722,0
2017p314220,,2017-04-27T06:16:51.071Z,2017-04-27T06:19:14.210Z,174.1431382,-41.63985395,1.804113372,19.765625,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.1221575748,69.85804674,0.4945207474,0
2017p314206,earthquake,2017-04-27T06:09:15.132Z,2017-05-02T00:22:04.650Z,177.1751795,-38.31072977,1.67356211,40.15625,M,,NonLinLoc,confirmed,manual,nz3drx,13,10,7,0.06920570195,86.41864312,0.4568777623,0
2017p314172,,2017-04-27T05:51:17.260Z,2017-04-27T07:50:22.843Z,176.5978996,-40.1253837,1.926845451,13.203125,M,,NonLinLoc,,automatic,nz3drx,32,32,17,0.1324667038,105.3269903,0.578029022,0
2017p314142,,2017-04-27T05:35:01.840Z,2017-04-27T07:48:20.877Z,175.8583117,-40.45158662,1.708969286,21.640625,M,,NonLinLoc,,automatic,nz3drx,25,25,11,0.08858360441,54.35511261,0.5979580845,0
2017p314073,,2017-04-27T04:58:24.334Z,2017-04-27T05:00:34.481Z,173.8916862,-42.01038789,2.259443091,21.40625,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.2938577598,163.5027855,0.7919605422,0
2017p314051,,2017-04-27T04:46:50.856Z,2017-04-27T04:48:44.957Z,173.8886023,-42.03032027,1.95351635,18.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3137191617,167.1839352,0.523667329,0
2017p313971,,2017-04-27T04:04:02.893Z,2017-04-27T04:05:45.540Z,176.0376126,-39.89100795,1.451451702,26.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1260301466,135.2312339,0.2722861933,0
2017p313964,,2017-04-27T04:00:07.393Z,2017-04-27T04:10:17.456Z,176.0100006,-40.42528289,2.928015828,47.65625,M,,NonLinLoc,,automatic,nz3drx,67,67,48,0.1354532446,74.44416214,0.72696608,0
2017p313868,earthquake,2017-04-27T03:09:18.366Z,2017-04-27T05:21:17.165Z,175.6660639,-39.495081,1.638980966,18.9453125,M,,NonLinLoc,confirmed,manual,nz3drx,40,30,19,0.1111473399,62.42022933,0.2634595669,0
2017p313806,,2017-04-27T02:36:00.758Z,2017-04-27T02:38:10.071Z,173.6312271,-42.24307389,2.293755243,20.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1862851939,158.0134771,0.4356565229,0
2017p313712,,2017-04-27T01:45:57.885Z,2017-04-27T01:48:03.745Z,173.3143174,-42.54093677,1.699041874,20.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.2079921687,149.3436179,0.4405444073,0
2017p313626,,2017-04-27T01:00:37.311Z,2017-04-27T01:03:03.491Z,176.4998751,-38.46158582,2.078214503,145.625,M,,NonLinLoc,,automatic,nz3drx,46,46,20,0.2114080412,148.237098,2.328118598,0
2017p313588,earthquake,2017-04-27T00:40:10.932Z,2017-04-27T23:03:20.332Z,170.4745789,-45.38598633,3.316539952,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,8,1,0.362516731,197.6776848,0.4777524904,0
2017p313521,,2017-04-27T00:04:03.903Z,2017-04-27T00:05:50.091Z,174.3836988,-41.70447494,1.640088976,11.09375,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.1354501034,143.2964675,0.4151970758,0
2017p313496,,2017-04-26T23:50:53.843Z,2017-04-26T23:53:02.981Z,176.9099201,-37.48764765,2.070141271,93.125,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.7300874656,169.2563986,0.8131940996,0
2017p313491,earthquake,2017-04-26T23:48:11.878Z,2017-04-27T02:59:37.521Z,176.1010071,-38.64789611,1.99509735,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,20,10,7,0.02546570296,130.1761089,0.3716749672,0
2017p313416,earthquake,2017-04-26T23:08:36.677Z,2017-04-26T23:20:12.297Z,175.7318327,-38.93771454,0.9759190576,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,14,7,2,0.04906232194,168.2671846,0.1935552753,0
2017p313399,earthquake,2017-04-26T22:59:27.352Z,2017-04-26T23:19:05.772Z,175.7082993,-38.93616152,1.542258125,6.9921875,M,,NonLinLoc,confirmed,manual,nz3drx,35,23,13,0.04214175685,111.7182617,0.2746001409,0
2017p313398,earthquake,2017-04-26T22:59:01.461Z,2017-04-26T23:16:49.482Z,177.1677786,-37.53171825,1.753327999,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,9,6,3,0.0161625853,254.0105567,0.1150643677,0
2017p313357,earthquake,2017-04-26T22:37:43.526Z,2017-04-26T23:12:11.279Z,175.7098083,-39.02040488,1.091942833,8.8671875,M,,NonLinLoc,confirmed,manual,nz3drx,15,15,10,0.04487310535,110.8677989,0.1127348875,0
2017p313340,,2017-04-26T22:28:16.568Z,2017-04-26T22:30:38.347Z,177.0926326,-37.52000421,2.36992976,111.875,M,,NonLinLoc,,automatic,nz3drx,21,21,9,0.5851422551,213.3188573,1.800021939,0
